gene	DiffLevene	Adj.P.Value	trait	tissue	hgnc_symbol	chromosome_name
ENSG00000002834	-5.1985052684746	0.000342183925141866	Sex	ColonTransverse	LASP1	17
ENSG00000002919	-0.0757857168319329	0.0193641155125297	Ancestry	WholeBlood	SNX11	17
ENSG00000002933	4.80600741364221	0.0432070933503571	Sex	MuscleSkeletal	TMEM176A	7
ENSG00000002933	0.178363210407393	0.0447893081980935	Ancestry	WholeBlood	TMEM176A	7
ENSG00000003137	-6.91926366271748	0.000612233499505921	Sex	BreastMammaryTissue	CYP26B1	2
ENSG00000003147	4.89725320717793	0.0284975472413256	Age	Prostate	ICA1	7
ENSG00000003147	-0.0574836340211386	0.0345776455412001	Ancestry	Lung	ICA1	7
ENSG00000003147	-0.19808720381563	0.00016481195006185	Ancestry	ColonTransverse	ICA1	7
ENSG00000003393	-0.0421137182419941	0.0281269196671583	Ancestry	WholeBlood	ALS2	2
ENSG00000003393	0.736737631497594	0.0420623746388473	Sex	BreastMammaryTissue	ALS2	2
ENSG00000003436	-2.09806222078743	0.020686627700312	Sex	Lung	TFPI	2
ENSG00000003436	-2.43622331602881	0.023631880254825	Sex	BreastMammaryTissue	TFPI	2
ENSG00000003509	-2.06779130234217	0.0269886151670067	Sex	ColonTransverse	NDUFAF7	2
ENSG00000003509	-1.16231819340226	0.0472670855370179	Sex	Lung	NDUFAF7	2
ENSG00000003756	-0.889744296283762	0.0400621351271798	Sex	BreastMammaryTissue	RBM5	3
ENSG00000003756	-1.60357112708186	0.00848628087564662	Sex	ColonTransverse	RBM5	3
ENSG00000003756	-2.15617052310537	0.00566856872864584	Sex	MuscleSkeletal	RBM5	3
ENSG00000003987	-2.36049266603281	0.0251790210643169	Sex	Lung	MTMR7	8
ENSG00000003987	-0.0590591283597074	0.0394754256656348	Ancestry	WholeBlood	MTMR7	8
ENSG00000003989	-3.88988555744075	0.0174194131493568	Sex	MuscleSkeletal	SLC7A2	8
ENSG00000004059	-0.0439577558847118	0.046284689596553	Ancestry	WholeBlood	ARF5	7
ENSG00000004059	-0.0459697029892115	0.0377015753995679	Ancestry	ColonTransverse	ARF5	7
ENSG00000004139	-0.0612680682681935	0.0117370776290187	Ancestry	Lung	SARM1	17
ENSG00000004142	-0.0358488919656499	0.0232778380809978	Ancestry	WholeBlood	POLDIP2	17
ENSG00000004142	-0.960670905806153	0.00234453561694816	Sex	WholeBlood	POLDIP2	17
ENSG00000004142	-0.903260236337453	0.0317072039135221	Age	Testis	POLDIP2	17
ENSG00000004455	-0.0502796353899593	0.00710638443824071	Ancestry	WholeBlood	AK2	1
ENSG00000004455	-1.53682077694148	0.0195649370838721	Age	Prostate	AK2	1
ENSG00000004468	-8.34367697221631	0.00179446137827315	Sex	BreastMammaryTissue	CD38	4
ENSG00000004478	-3.41383087219776	0.0262251472656614	Sex	MuscleSkeletal	FKBP4	12
ENSG00000004478	-2.76163941357943	0.0264035341505978	Sex	WholeBlood	FKBP4	12
ENSG00000004478	-0.21073574163178	0.000246056139069148	Ancestry	WholeBlood	FKBP4	12
ENSG00000004487	1.09444278830194	0.0400488883333418	Sex	ColonTransverse	KDM1A	1
ENSG00000004534	-1.30975919321022	0.00202849853503742	Sex	WholeBlood	RBM6	3
ENSG00000004700	-2.64406603193896	0.0168696893184385	Age	Testis	RECQL	12
ENSG00000004700	-0.111163693677338	9.26224017760111e-07	Ancestry	WholeBlood	RECQL	12
ENSG00000004766	-0.104422377595745	1.14715608684539e-05	Ancestry	WholeBlood	VPS50	7
ENSG00000004766	-1.06783574396376	0.0391711419683959	Age	Testis	VPS50	7
ENSG00000004776	-0.366446447461913	4.43958430472063e-05	Ancestry	WholeBlood	HSPB6	19
ENSG00000004776	-4.52238363077	0.00682094104888152	Sex	BreastMammaryTissue	HSPB6	19
ENSG00000004777	-4.69105900960772	1.08516285507269e-06	Sex	BreastMammaryTissue	ARHGAP33	19
ENSG00000004779	-1.23856738339005	0.046023256679758	Sex	Lung	NDUFAB1	16
ENSG00000004799	-0.169444976146279	0.000746010520636666	Ancestry	WholeBlood	PDK4	7
ENSG00000004838	-7.09221795956124	0.0151212483972497	Sex	Lung	ZMYND10	3
ENSG00000004864	-0.0857934954435656	0.0417331689537533	Ancestry	ColonTransverse	SLC25A13	7
ENSG00000004864	-1.82279439489611	0.0385059770226165	Age	Prostate	SLC25A13	7
ENSG00000004866	-1.64357328948933	0.00778603938495778	Sex	Lung	ST7	7
ENSG00000004866	-2.49435072088118	0.00850756731152271	Sex	ColonTransverse	ST7	7
ENSG00000004961	-0.0815566856020332	0.0243842890312616	Ancestry	Prostate	HCCS	X
ENSG00000004961	-1.14318508906046	0.000679704536653455	Sex	WholeBlood	HCCS	X
ENSG00000004961	-1.68960157712791	0.00388378123113682	Sex	BreastMammaryTissue	HCCS	X
ENSG00000004975	-1.64391495280516	0.0259272740803	Age	Prostate	DVL2	17
ENSG00000005001	-0.413782924182636	0.00184539664428015	Ancestry	ColonTransverse	PRSS22	16
ENSG00000005001	4.07418391532622	0.0129576306233472	Sex	WholeBlood	PRSS22	16
ENSG00000005001	0.181634285052763	0.0274549478444188	Ancestry	WholeBlood	PRSS22	16
ENSG00000005001	12.1686838185547	0.0170884180013178	Sex	ColonTransverse	PRSS22	16
ENSG00000005001	16.4312233308244	1.67061590634989e-07	Sex	BreastMammaryTissue	PRSS22	16
ENSG00000005001	0.807028192642433	0.000889511537963921	Age	BreastMammaryTissue	PRSS22	16
ENSG00000005001	-0.371685212739524	0.000495918812823324	Ancestry	BreastMammaryTissue	PRSS22	16
ENSG00000005007	-1.51681251093672	0.00440958287555901	Age	Testis	UPF1	19
ENSG00000005020	-2.1047491549004	0.0367681810317899	Sex	ColonTransverse	SKAP2	7
ENSG00000005020	-3.92305654722775	0.00509755977287391	Sex	MuscleSkeletal	SKAP2	7
ENSG00000005059	-2.0662746539549	0.0229152902130403	Sex	BreastMammaryTissue	MCUB	4
ENSG00000005059	4.54748765525867	0.00441857849032923	Sex	MuscleSkeletal	MCUB	4
ENSG00000005073	-6.99158015241361	0.00681661663828597	Sex	MuscleSkeletal	HOXA11	7
ENSG00000005075	-1.57788912190091	0.000570581825353574	Sex	WholeBlood	POLR2J	7
ENSG00000005075	-3.44710879634306	8.32406628816602e-05	Sex	MuscleSkeletal	POLR2J	7
ENSG00000005075	-1.59230582269722	0.00277944663190271	Sex	Lung	POLR2J	7
ENSG00000005075	-1.46115510293236	0.0268340085229249	Age	Testis	POLR2J	7
ENSG00000005100	-0.140058506434397	3.71924524509938e-13	Ancestry	WholeBlood	DHX33	17
ENSG00000005100	-0.0618669876086711	0.00389422649325163	Ancestry	Lung	DHX33	17
ENSG00000005100	3.23381746200828	0.0135825177049433	Sex	MuscleSkeletal	DHX33	17
ENSG00000005156	-2.52939515053235	7.46415784498555e-05	Sex	BreastMammaryTissue	LIG3	17
ENSG00000005156	-0.0621671495897643	0.00402746895323286	Ancestry	ColonTransverse	LIG3	17
ENSG00000005175	-0.096199560351603	0.000148198768034154	Ancestry	WholeBlood	RPAP3	12
ENSG00000005175	-1.79295883795735	0.00295692228280394	Age	Testis	RPAP3	12
ENSG00000005194	-0.061512463286853	0.0234661036865063	Ancestry	ColonTransverse	CIAPIN1	16
ENSG00000005206	-1.35251991605652	0.0371675363923636	Sex	Lung	SPPL2B	19
ENSG00000005206	-0.0656577176781083	0.00224897559675251	Ancestry	WholeBlood	SPPL2B	19
ENSG00000005206	-0.0836930247228582	0.0374236760583424	Ancestry	ColonTransverse	SPPL2B	19
ENSG00000005206	-1.26394126258375	0.0321559549689989	Sex	BreastMammaryTissue	SPPL2B	19
ENSG00000005206	-2.16759349408402	0.0398226365238152	Age	Testis	SPPL2B	19
ENSG00000005206	-0.0499475119376885	0.0311392759464718	Ancestry	BreastMammaryTissue	SPPL2B	19
ENSG00000005243	-2.89759559214364	0.00846203393766853	Sex	BreastMammaryTissue	COPZ2	17
ENSG00000005243	-0.144525742656171	0.00196325604979842	Ancestry	WholeBlood	COPZ2	17
ENSG00000005243	0.152289388128698	0.00900529669837563	Ancestry	ColonTransverse	COPZ2	17
ENSG00000005243	-5.22611088232238	0.00909898059832528	Sex	ColonTransverse	COPZ2	17
ENSG00000005249	-0.0993604261816307	0.0478937828465574	Ancestry	WholeBlood	PRKAR2B	7
ENSG00000005302	-2.2715647511966	0.0264959449520983	Sex	MuscleSkeletal	MSL3	X
ENSG00000005302	-1.40258095822377	0.0180233371487068	Sex	Lung	MSL3	X
ENSG00000005302	-1.74926692609062	0.00600612493904167	Sex	ColonTransverse	MSL3	X
ENSG00000005302	-1.28490314075335	0.0288561923711527	Age	Testis	MSL3	X
ENSG00000005379	-2.21543678892282	0.0334761535526303	Sex	Lung	TSPOAP1	17
ENSG00000005381	0.846277941497024	0.00304880625879786	Age	WholeBlood	MPO	17
ENSG00000005381	-0.239286584370797	0.00946854615294591	Ancestry	WholeBlood	MPO	17
ENSG00000005421	-0.285955696397722	0.0191204910230854	Ancestry	WholeBlood	PON1	7
ENSG00000005436	-0.112519577019358	4.99255595152348e-05	Ancestry	WholeBlood	GCFC2	2
ENSG00000005448	-4.30744143788726	0.00305077904163665	Sex	Lung	WDR54	2
ENSG00000005469	-1.98920864969851	0.0484222871181079	Sex	BreastMammaryTissue	CROT	7
ENSG00000005469	-1.88738799546295	0.0327598042526105	Sex	Lung	CROT	7
ENSG00000005469	-0.0899613615801282	0.000339351345055586	Ancestry	WholeBlood	CROT	7
ENSG00000005471	-7.81399701596136	0.0147278867314571	Sex	MuscleSkeletal	ABCB4	7
ENSG00000005471	4.88843171491972	0.0190789681087236	Sex	ColonTransverse	ABCB4	7
ENSG00000005483	-0.0493818271268877	0.0362617454185822	Ancestry	BreastMammaryTissue	KMT2E	7
ENSG00000005513	6.28584276805573	0.0112373257733078	Sex	MuscleSkeletal	SOX8	16
ENSG00000005700	-1.00878691284354	0.0474275428160112	Sex	BreastMammaryTissue	IBTK	6
ENSG00000005700	-0.135759683554375	1.1306175090523e-08	Ancestry	WholeBlood	IBTK	6
ENSG00000005700	-2.08657951504319	0.0148051499247233	Age	Testis	IBTK	6
ENSG00000005801	-0.0773960897463507	9.31818664020589e-05	Ancestry	WholeBlood	ZNF195	11
ENSG00000005801	-0.1396762519672	5.71745006451956e-06	Ancestry	ColonTransverse	ZNF195	11
ENSG00000005801	-2.38557930984281	0.0113926616267332	Sex	Lung	ZNF195	11
ENSG00000005812	-0.187480596563242	2.39607980918894e-07	Ancestry	WholeBlood	FBXL3	13
ENSG00000005812	-2.45520435449609	0.00439682180843661	Age	Testis	FBXL3	13
ENSG00000005844	8.693965593587	0.00474212772647707	Sex	ColonTransverse	ITGAL	16
ENSG00000005882	-4.90201642468095	0.00758927251368468	Sex	MuscleSkeletal	PDK2	17
ENSG00000005884	-2.22935366290567	0.0437083783568939	Sex	BreastMammaryTissue	ITGA3	17
ENSG00000005884	1.93378434353838	0.0310938506577903	Sex	WholeBlood	ITGA3	17
ENSG00000005889	-0.0929772793211336	2.18449156125692e-05	Ancestry	WholeBlood	ZFX	X
ENSG00000005893	-4.0147927870201	0.0247693611497314	Age	Testis	LAMP2	X
ENSG00000006007	-1.4628384358073	0.0208392207295775	Sex	BreastMammaryTissue	GDE1	16
ENSG00000006007	-2.88194315708946	0.0062402032620514	Sex	MuscleSkeletal	GDE1	16
ENSG00000006007	-2.24186651801202	0.0114251628425228	Sex	ColonTransverse	GDE1	16
ENSG00000006016	20.6717311538079	0.000277952429775439	Age	Ovary	CRLF1	19
ENSG00000006016	-0.123191801815062	0.00897824658065594	Ancestry	WholeBlood	CRLF1	19
ENSG00000006025	-0.132504018856447	0.0372009742760993	Ancestry	ColonTransverse	OSBPL7	17
ENSG00000006042	5.45756810851642	0.00205399118436372	Sex	MuscleSkeletal	TMEM98	17
ENSG00000006042	4.5528706728843	0.00962743651123493	Sex	WholeBlood	TMEM98	17
ENSG00000006047	-0.44750991210018	4.78584037717206e-08	Ancestry	ColonTransverse	YBX2	17
ENSG00000006047	7.45505597302811	0.035473052512466	Sex	ColonTransverse	YBX2	17
ENSG00000006062	-0.0940687853215358	0.0199549455051702	Ancestry	ColonTransverse	MAP3K14	17
ENSG00000006062	-6.43605084693533	5.71838273903473e-07	Sex	ColonTransverse	MAP3K14	17
ENSG00000006062	1.20266846321062	0.0421564183461266	Sex	WholeBlood	MAP3K14	17
ENSG00000006071	-10.9058010047195	0.00249369172960886	Sex	Lung	ABCC8	11
ENSG00000006118	-4.90111561138194	0.0372405607980399	Age	Prostate	TMEM132A	11
ENSG00000006118	-3.1855097852944	0.00517061361875385	Sex	Lung	TMEM132A	11
ENSG00000006118	-0.117265600424474	0.0184544171793135	Ancestry	WholeBlood	TMEM132A	11
ENSG00000006125	-0.0407803806460757	0.0135034130742605	Ancestry	WholeBlood	AP2B1	17
ENSG00000006194	-1.45746486527606	0.0146222628645157	Sex	ColonTransverse	ZNF263	16
ENSG00000006210	-5.47491915494172	0.00544245476092897	Sex	BreastMammaryTissue	CX3CL1	16
ENSG00000006283	-2.80392515030813	0.0177359115991052	Age	Testis	CACNA1G	17
ENSG00000006432	-0.339686617939302	1.53018027003935e-09	Ancestry	ColonTransverse	MAP3K9	14
ENSG00000006432	-4.31665973208184	0.0202763592513794	Sex	MuscleSkeletal	MAP3K9	14
ENSG00000006432	-0.267239888649108	1.25533036938501e-05	Ancestry	BreastMammaryTissue	MAP3K9	14
ENSG00000006451	-2.12343647712776	0.0186523613572699	Sex	ColonTransverse	RALA	7
ENSG00000006453	-0.0922172167650087	0.0192151107402725	Ancestry	WholeBlood	BAIAP2L1	7
ENSG00000006453	-0.342669508932053	2.5422143229237e-06	Ancestry	ColonTransverse	BAIAP2L1	7
ENSG00000006459	-0.0916624020322908	0.0465636970171432	Ancestry	Prostate	KDM7A	7
ENSG00000006468	4.36024456908434	0.0322091598935912	Sex	MuscleSkeletal	ETV1	7
ENSG00000006530	-1.06239496069738	0.0020226175767936	Sex	BreastMammaryTissue	AGK	7
ENSG00000006534	-1.82273588930756	0.011675943751418	Sex	WholeBlood	ALDH3B1	11
ENSG00000006534	-0.0717404021367225	0.0441528972478324	Ancestry	WholeBlood	ALDH3B1	11
ENSG00000006534	-2.40075719654856	0.0293454374878531	Sex	BreastMammaryTissue	ALDH3B1	11
ENSG00000006555	-0.375658643958865	1.29495375921491e-06	Ancestry	BreastMammaryTissue	TTC22	1
ENSG00000006555	-0.601346487411637	7.35894203826387e-13	Ancestry	ColonTransverse	TTC22	1
ENSG00000006555	0.5913437271949	0.00284463655235071	Age	BreastMammaryTissue	TTC22	1
ENSG00000006555	11.4608818662095	2.90240900515691e-06	Sex	BreastMammaryTissue	TTC22	1
ENSG00000006555	9.4507264725995	0.000290299688028273	Age	Prostate	TTC22	1
ENSG00000006576	-0.0856619614103969	0.0124723215652374	Ancestry	WholeBlood	PHTF2	7
ENSG00000006607	-2.59428882704277	0.0306561191211911	Sex	ColonTransverse	FARP2	2
ENSG00000006611	-0.472215820865172	5.46261813040364e-07	Ancestry	ColonTransverse	USH1C	11
ENSG00000006625	-0.0522260312936736	0.0260361255424892	Ancestry	WholeBlood	GGCT	7
ENSG00000006634	-0.102043508029503	0.0390611225154619	Ancestry	ColonTransverse	DBF4	7
ENSG00000006634	-0.0685157214479015	0.0399141516095681	Ancestry	WholeBlood	DBF4	7
ENSG00000006652	-2.90034650629844	0.000277283958531664	Sex	WholeBlood	IFRD1	7
ENSG00000006652	-2.67484909251688	0.0341961816011011	Sex	ColonTransverse	IFRD1	7
ENSG00000006695	-0.0823929641380702	0.00496121083343385	Ancestry	ColonTransverse	COX10	17
ENSG00000006704	-0.161874718665359	0.0139356777960497	Ancestry	WholeBlood	GTF2IRD1	7
ENSG00000006712	-0.060469173326823	0.00264852061687492	Ancestry	WholeBlood	PAF1	19
ENSG00000006712	-0.0341598560630119	0.0205299869394354	Ancestry	ColonTransverse	PAF1	19
ENSG00000006712	-1.18343327239673	0.0225386484552655	Sex	ColonTransverse	PAF1	19
ENSG00000006715	-0.989686530556742	0.0464411863085312	Sex	Lung	VPS41	7
ENSG00000006715	-1.90057516484805	0.00221661348653037	Age	Prostate	VPS41	7
ENSG00000006740	-0.0664463388080257	0.03467013243654	Ancestry	Lung	ARHGAP44	17
ENSG00000006740	-0.221467449543415	3.66207989054869e-05	Ancestry	ColonTransverse	ARHGAP44	17
ENSG00000006747	-3.51054215376876	0.0476243755875763	Sex	Lung	SCIN	7
ENSG00000006747	-0.126967828653947	0.0165949806858301	Ancestry	Lung	SCIN	7
ENSG00000006747	-0.760056100803078	9.69893622044211e-16	Ancestry	ColonTransverse	SCIN	7
ENSG00000006756	-0.0994883530935661	3.85027959917488e-05	Ancestry	WholeBlood	ARSD	X
ENSG00000006756	-1.70572395108887	0.000709822503684639	Sex	WholeBlood	ARSD	X
ENSG00000006756	-0.172557470225463	0.00154822373228158	Ancestry	ColonTransverse	ARSD	X
ENSG00000006757	-1.9198077407018	0.0293170688625053	Sex	Lung	PNPLA4	X
ENSG00000006757	-0.0591911516147612	0.0255493822266648	Ancestry	Lung	PNPLA4	X
ENSG00000006757	-0.10217198854079	0.00441944657968492	Ancestry	ColonTransverse	PNPLA4	X
ENSG00000006837	-4.535802559923	0.00656830681804051	Sex	ColonTransverse	CDKL3	5
ENSG00000007038	-0.366526515483812	0.0075055284900632	Ancestry	BreastMammaryTissue	PRSS21	16
ENSG00000007062	13.7538080590008	0.000126654736429065	Sex	BreastMammaryTissue	PROM1	4
ENSG00000007062	-0.287937549230554	0.00102868121252308	Ancestry	ColonTransverse	PROM1	4
ENSG00000007062	-0.520055149019036	3.06736547968788e-06	Ancestry	BreastMammaryTissue	PROM1	4
ENSG00000007080	-1.79214125725051	0.0050947042827335	Age	Testis	CCDC124	19
ENSG00000007080	-2.20283709577919	0.000203467403867383	Sex	Lung	CCDC124	19
ENSG00000007080	-0.0906371641654223	0.00126077384699309	Ancestry	WholeBlood	CCDC124	19
ENSG00000007216	-1.06460182258035	3.96653985678681e-13	Ancestry	ColonTransverse	SLC13A2	17
ENSG00000007216	-0.590906029159447	1.0146615320558e-06	Ancestry	BreastMammaryTissue	SLC13A2	17
ENSG00000007216	10.736616797526	0.00973594578553821	Sex	BreastMammaryTissue	SLC13A2	17
ENSG00000007306	-1.14724819316082	5.33780575446561e-11	Ancestry	ColonTransverse	CEACAM7	19
ENSG00000007312	-6.47646870324792	8.91959158605514e-05	Sex	MuscleSkeletal	CD79B	17
ENSG00000007312	-0.0844302870126345	0.0453198079274775	Ancestry	WholeBlood	CD79B	17
ENSG00000007314	-0.155743200478439	0.0267310893715627	Ancestry	WholeBlood	SCN4A	17
ENSG00000007376	-0.113417593648572	3.92572061953971e-05	Ancestry	ColonTransverse	RPUSD1	16
ENSG00000007376	-2.70947830308252	0.0254362746411019	Sex	MuscleSkeletal	RPUSD1	16
ENSG00000007376	-3.64307670299214	0.000260775787460556	Sex	Lung	RPUSD1	16
ENSG00000007384	-1.69029434877988	0.0125230660765477	Sex	BreastMammaryTissue	RHBDF1	16
ENSG00000007392	-2.1236175682536	1.43906498416172e-05	Sex	BreastMammaryTissue	LUC7L	16
ENSG00000007392	-1.63047463127455	0.0410081119865693	Sex	ColonTransverse	LUC7L	16
ENSG00000007392	-0.0689048383903126	0.0238194349525821	Ancestry	WholeBlood	LUC7L	16
ENSG00000007516	-5.85006544032151	0.00305077904163665	Sex	Lung	BAIAP3	16
ENSG00000007516	6.65759434680597	0.0284975472413256	Age	Prostate	BAIAP3	16
ENSG00000007516	-3.07705835636804	0.0449170871402708	Sex	BreastMammaryTissue	BAIAP3	16
ENSG00000007520	-1.43882979629032	0.0105729527328191	Sex	BreastMammaryTissue	TSR3	16
ENSG00000007520	-1.32649305033568	0.0298980518831914	Sex	Lung	TSR3	16
ENSG00000007520	-1.91620475059185	5.15330576212151e-06	Sex	WholeBlood	TSR3	16
ENSG00000007545	-0.987321825401776	0.0294521237281495	Sex	WholeBlood	CRAMP1	16
ENSG00000007545	-0.0458402502611004	0.0366164957263917	Ancestry	Prostate	CRAMP1	16
ENSG00000007908	-0.407003485503531	0.00819930424044359	Ancestry	ColonTransverse	SELE	1
ENSG00000007923	-0.101791258048986	0.00031962367662584	Ancestry	ColonTransverse	DNAJC11	1
ENSG00000007923	-0.0473898278013195	0.0264789821728845	Ancestry	Lung	DNAJC11	1
ENSG00000007933	7.62681127678632	0.00464935776989926	Sex	WholeBlood	FMO3	1
ENSG00000007952	14.0443536014523	0.000332114730627962	Sex	ColonTransverse	NOX1	X
ENSG00000007952	-0.686608760507276	1.4132994797726e-13	Ancestry	ColonTransverse	NOX1	X
ENSG00000007968	-1.05647289654283	1.17232511444768e-06	Age	ColonTransverse	E2F2	1
ENSG00000007968	-0.103948601220734	0.0181486905758849	Ancestry	WholeBlood	E2F2	1
ENSG00000007968	13.9860108030122	5.98721557377552e-05	Sex	ColonTransverse	E2F2	1
ENSG00000007968	-0.658718887636074	5.84123112025245e-16	Ancestry	ColonTransverse	E2F2	1
ENSG00000008018	-0.865230780847452	0.00780794965022358	Sex	WholeBlood	PSMB1	6
ENSG00000008056	-0.164360141595231	0.0258900242754767	Ancestry	WholeBlood	SYN1	X
ENSG00000008083	-1.29649462945215	0.0118293263117698	Sex	WholeBlood	JARID2	6
ENSG00000008118	-6.24256601676367	0.0352279909767638	Sex	ColonTransverse	CAMK1G	1
ENSG00000008130	-1.24897844559175	0.0353679284399176	Sex	Lung	NADK	1
ENSG00000008196	-0.4356050609628	0.00044969624686469	Ancestry	BreastMammaryTissue	TFAP2B	6
ENSG00000008196	11.8185879011005	0.00185965439610539	Sex	BreastMammaryTissue	TFAP2B	6
ENSG00000008196	0.782558400612981	0.0149677184947756	Age	BreastMammaryTissue	TFAP2B	6
ENSG00000008226	-0.17428449157472	0.000118096071756726	Ancestry	ColonTransverse	DLEC1	3
ENSG00000008277	-0.0867029690894629	0.00796697733988627	Ancestry	WholeBlood	ADAM22	7
ENSG00000008277	-0.15819274099519	0.00127542700838378	Ancestry	ColonTransverse	ADAM22	7
ENSG00000008282	-1.26166929522482	0.0153901741915624	Sex	Lung	SYPL1	7
ENSG00000008282	-0.0461065943773672	0.0275133128414995	Ancestry	ColonTransverse	SYPL1	7
ENSG00000008282	-1.06777733282744	0.0393261808611661	Sex	BreastMammaryTissue	SYPL1	7
ENSG00000008282	-0.0696299403902033	9.41170814611964e-05	Ancestry	WholeBlood	SYPL1	7
ENSG00000008283	-0.129454808791213	0.00580168104569736	Ancestry	ColonTransverse	CYB561	17
ENSG00000008283	1.6120803134987	0.0460701029115531	Sex	WholeBlood	CYB561	17
ENSG00000008294	-1.63837464850428	0.00272356428385918	Sex	WholeBlood	SPAG9	17
ENSG00000008300	-3.28426507014909	0.0378164769695624	Sex	MuscleSkeletal	CELSR3	3
ENSG00000008311	-4.55999627922032	0.0441016175851684	Sex	ColonTransverse	AASS	7
ENSG00000008311	-0.137568847589997	0.0287819386618225	Ancestry	WholeBlood	AASS	7
ENSG00000008323	-8.73780632074866	1.75913430752109e-17	Sex	WholeBlood	PLEKHG6	12
ENSG00000008323	0.436104205517216	0.020948888987013	Age	WholeBlood	PLEKHG6	12
ENSG00000008323	-0.82484671017447	8.71924923789214e-19	Ancestry	ColonTransverse	PLEKHG6	12
ENSG00000008324	-1.0567243827349	0.0232747761674542	Sex	WholeBlood	SS18L2	3
ENSG00000008382	-0.146858299223078	6.67655539472439e-05	Ancestry	ColonTransverse	MPND	19
ENSG00000008394	-1.94676095510317	0.0246699589885472	Sex	WholeBlood	MGST1	12
ENSG00000008394	-2.99543898239945	0.0348928765993366	Sex	Lung	MGST1	12
ENSG00000008394	6.13281339652524	0.00346694917292718	Sex	MuscleSkeletal	MGST1	12
ENSG00000008405	-4.04640153968628	0.0101016716849743	Sex	ColonTransverse	CRY1	12
ENSG00000008405	-0.110820493296836	0.00496577241408718	Ancestry	WholeBlood	CRY1	12
