p.val	cor	gene	probe	p.adj	class	Trait	Tissue
1.16891208995048e-12	-0.610166608461341	GSTO2	cg17383262	9.35129671960386e-12	gene_body	Ancestry	Ovary
0.00119055809843737	0.303769929572674	KIF26A	cg01172082	0.00244914808821401	gene_body	Ancestry	Ovary
0.00052905566232079	0.323701434239309	CNTN4	cg16907496	0.0014650772187345	gene_body	Ancestry	Ovary
0.000955713185287675	0.309306454724781	LIMCH1	cg05023526	0.00208519240426402	gene_body	Ancestry	Ovary
0.0032337628723376	-0.277129990429465	SLC1A7	cg11360734	0.00629272775157587	gene_body	Ancestry	Ovary
5.43727807726842e-05	0.373357599089597	CATSPER2	cg05665811	0.000195742010781663	gene_body	Ancestry	Ovary
4.85386657121632e-13	-0.618225240042488	RHOD	cg12473775	4.36847991409469e-12	gene_body	Ancestry	Ovary
2.43915514939566e-13	-0.624377919026637	PCAT19	cg04374242	2.50884529652125e-12	gene_body	Ancestry	Ovary
1.0512483734052e-06	-0.444052624179965	STX1B	cg21275091	4.45234605206909e-06	gene_body	Ancestry	Ovary
0.00625036444883476	0.258043315822737	LIMCH1	cg25376263	0.0115391343670796	gene_body	Ancestry	Ovary
3.19917515764885e-08	-0.495582824729803	DHRS4	cg17919599	1.77185085654398e-07	gene_body	Ancestry	Ovary
0.000378340225518348	-0.331558849676808	D2HGDH	cg04935940	0.00108961984949284	gene_body	Ancestry	Ovary
0.0205833005544265	0.219577687836112	PRAM1	cg08474813	0.033681764543607	gene_body	Ancestry	Ovary
0.0168520255841118	-0.226449581249283	LINC00665	cg03433442	0.0282173451640942	gene_body	Ancestry	Ovary
0.000717300050443971	0.316380846960781	CNTN4	cg25919442	0.00178088288386089	gene_body	Ancestry	Ovary
0.00123228237467071	-0.302892177678834	C6orf52	cg05908051	0.00246456474934143	gene_body	Ancestry	Ovary
0.0254569048942888	0.212062010833061	TLN2	cg11558444	0.0406647925426302	gene_body	Ancestry	Ovary
0.000280152853753951	0.338426405223087	FAM66B	cg23554932	0.000877000237838454	gene_body	Ancestry	Ovary
0.000223622899080823	0.343475551531194	WDR27	cg08084946	0.000731856760628148	gene_body	Ancestry	Ovary
0.000568807231103529	0.321975696075246	SORD	cg02277821	0.00151681928294274	gene_body	Ancestry	Ovary
1.50314966839062e-07	-0.473787974400005	STX1B	cg26134665	7.21511840827497e-07	gene_body	Ancestry	Ovary
1.86402050646754e-19	-0.726320987892086	GSTO2	cg23659134	1.2292512267405e-17	gene_body	Ancestry	Ovary
0.00437181657909741	-0.268562633939805	TSHZ2	cg24132268	0.00828344193934246	gene_body	Ancestry	Ovary
0.00101850948603105	0.307713853918744	SORD	cg21523688	0.00215684361747751	gene_body	Ancestry	Ovary
0.00991645051443976	-0.243816615733184	CAMK1D	cg06594405	0.0169996294533253	gene_body	Ancestry	Ovary
0.00036733583243158	0.332240625863379	COL28A1	cg09146060	0.00108961984949284	gene_body	Ancestry	Ovary
1.37485343974647e-18	-0.714174358620182	ANKRD65	cg17507949	2.47473619154364e-17	gene_body	Ancestry	Ovary
0.00948503054702764	0.245221626741988	CAMK1D	cg13897396	0.0166566390094144	gene_body	Ancestry	Ovary
6.12792124260771e-06	-0.414430643822447	STX1B	cg20812313	2.32215962877766e-05	gene_body	Ancestry	Ovary
0.000655918646679106	-0.318551367045634	CCDC127	cg19858280	0.00168664794860341	gene_body	Ancestry	Ovary
0.00913414435720593	-0.24640643549597	C6orf52	cg12409563	0.0164414598429707	gene_body	Ancestry	Ovary
6.45494310001555e-07	-0.451777210023944	STX1B	cg00249205	2.904724395007e-06	gene_body	Ancestry	Ovary
0.000820236787773085	0.313096486653829	SORD	cg22393378	0.00190506608773104	gene_body	Ancestry	Ovary
0.0265450729097725	0.210554176774075	LIMCH1	cg02482138	0.0406647925426302	gene_body	Ancestry	Ovary
1.94873191202139e-16	-0.68108149478021	C21orf33	cg04608239	2.33847829442567e-15	gene_body	Ancestry	Ovary
0.000862917047569408	0.311844337567899	ANKRD65	cg23894219	0.00194156335703117	gene_body	Ancestry	Ovary
4.258518679329e-19	-0.721376173946669	PM20D1	cg26354017	1.2292512267405e-17	gene_body	Ancestry	Ovary
2.95828435443358e-17	0.694208011163644	CATSPER2	cg10011062	4.25992947038435e-16	gene_body	Ancestry	Ovary
2.89007979265666e-06	0.427403230071108	ANKRD65	cg15633699	1.15603191706266e-05	gene_body	Ancestry	Ovary
0.00261411395391926	0.442781021987748	C17orf97	cg15864601	0.00522822790783851	promoter	Ancestry	Prostate
0.0364271210201107	0.316356492789104	SIK1	cg22856279	0.0364271210201107	enhancer	Ancestry	Prostate
0.000471316265102706	0.505063525791691	FAM66B	cg22460601	0.00235658132551353	gene_body	Ancestry	Prostate
5.90275548735954e-06	-0.499435975815699	ADAL	cg27481594	8.26385768230335e-05	promoter	Ancestry	ColonTransverse
8.41945151342024e-07	-0.536350936162418	ADAL	cg12024304	1.76808481781825e-05	promoter	Ancestry	ColonTransverse
1.7301437125118e-12	-0.708029709856033	ADAL	cg02155558	7.26660359254958e-11	promoter	Ancestry	ColonTransverse
0.00824063661355985	0.304970098282033	BEGAIN	cg15116443	0.0274687887118662	enhancer	Ancestry	ColonTransverse
0.00238449908265934	0.347936563406034	CHST13	cg18958077	0.0119224954132967	enhancer	Ancestry	ColonTransverse
0.00102318680024968	0.374167072307168	PLA2G4C	cg21019003	0.0102318680024968	enhancer	Ancestry	ColonTransverse
0.00104257430152894	0.373608220536194	STON1-GTF2A1L	cg12351433	0.00408798870862663	gene_body	Ancestry	ColonTransverse
0.00637151885348864	0.314394208775572	ESPNL	cg22532774	0.0182568520994194	gene_body	Ancestry	ColonTransverse
0.00152947373627549	-0.361976659632451	ATP6V0E2	cg19918854	0.00569728966762619	gene_body	Ancestry	ColonTransverse
0.000306656161756642	0.408128381487355	STON1-GTF2A1L	cg20869158	0.00138459903338605	gene_body	Ancestry	ColonTransverse
8.64217014055375e-07	-0.535883729352094	PRSS21	cg01232511	1.07306945911876e-05	gene_body	Ancestry	ColonTransverse
0.00123012456389626	-0.368639989439311	FBXO27	cg10370564	0.00469970666719341	gene_body	Ancestry	ColonTransverse
0.000221537919622486	-0.416705625073467	PRSS21	cg07798610	0.00110030500079168	gene_body	Ancestry	ColonTransverse
1.13092617695377e-08	-0.605050119905725	ANKRD65	cg00060374	4.21270000915278e-07	gene_body	Ancestry	ColonTransverse
0.00166963456023241	0.359253875131013	STON1-GTF2A1L	cg15796978	0.00592322736844354	gene_body	Ancestry	ColonTransverse
5.19614338061341e-08	-0.582500702201673	PRSS21	cg07280731	1.10603623387343e-06	gene_body	Ancestry	ColonTransverse
2.78968489036765e-05	0.466566932543772	STON1-GTF2A1L	cg19403014	0.000218770025613042	gene_body	Ancestry	ColonTransverse
0.0177485470910441	-0.27494893174689	ESPNL	cg03563842	0.0400686896449328	gene_body	Ancestry	ColonTransverse
0.00370236053632644	0.333371448944357	CDC16	cg09791014	0.011992428693753	gene_body	Ancestry	ColonTransverse
7.05100661691813e-05	0.445204443522069	STON1-GTF2A1L	cg00209038	0.000404076917661847	gene_body	Ancestry	ColonTransverse
1.77115340107642e-09	-0.630290239467975	CHRNE	cg24768135	1.31950928380193e-07	gene_body	Ancestry	ColonTransverse
0.000111139209401344	0.434177957322972	PLA2G4C	cg23522194	0.000571025593131045	gene_body	Ancestry	ColonTransverse
5.47019884631372e-05	0.451195552022371	STON1-GTF2A1L	cg05223100	0.00033960817837531	gene_body	Ancestry	ColonTransverse
2.51928130638624e-06	-0.516110876395824	PRSS21	cg22730830	2.68123510465393e-05	gene_body	Ancestry	ColonTransverse
0.0050044183487889	-0.322982962324138	SPATA18	cg09022993	0.0152175170197867	gene_body	Ancestry	ColonTransverse
1.42485842580149e-07	-0.566583607255431	CHRNE	cg10553748	2.47716773094516e-06	gene_body	Ancestry	ColonTransverse
0.000560043249665415	0.391605432682484	PLA2G4C	cg10222789	0.00245430718235726	gene_body	Ancestry	ColonTransverse
0.0204839302260282	-0.268982033391807	HEBP2	cg15886977	0.0455538149802716	gene_body	Ancestry	ColonTransverse
0.00567659507974679	0.318531388695405	GRID1	cg08040689	0.0169162533376454	gene_body	Ancestry	ColonTransverse
2.11281326725076e-05	0.472702191158665	STON1-GTF2A1L	cg20156659	0.000174893987122424	gene_body	Ancestry	ColonTransverse
0.00419341454323561	-0.329120591209412	BEGAIN	cg17965730	0.0132940163179171	gene_body	Ancestry	ColonTransverse
0.0125360239551166	0.2889337806985	ESPNL	cg10329022	0.0306207798247929	gene_body	Ancestry	ColonTransverse
1.56180794348249e-08	0.600419193487319	PLA2G4C	cg14780446	4.65418767157782e-07	gene_body	Ancestry	ColonTransverse
4.0314078074025e-05	0.458253617165771	PLA2G4C	cg17828850	0.000268459048383524	gene_body	Ancestry	ColonTransverse
0.0171807748094839	0.276285425691097	CHRNB1	cg01229452	0.0393836222555862	gene_body	Ancestry	ColonTransverse
1.07476123589171e-05	0.487151078659695	C6orf52	cg01591369	0.000100087140092415	gene_body	Ancestry	ColonTransverse
0.000861991458883028	0.3792258374003	PLA2G4C	cg07040712	0.00351415708934921	gene_body	Ancestry	ColonTransverse
7.97870049633095e-05	-0.442246387723566	ATP6V0E2	cg05981578	0.000440306064427152	gene_body	Ancestry	ColonTransverse
0.0148336162724036	0.282248430335839	ESPNL	cg02345010	0.0356485294288408	gene_body	Ancestry	ColonTransverse
9.33754869463995e-05	-0.43844295309211	C6orf52	cg05908051	0.000496890984107626	gene_body	Ancestry	ColonTransverse
1.64375095295224e-06	0.524152482960226	PLA2G4C	cg26295683	1.88399147684525e-05	gene_body	Ancestry	ColonTransverse
5.70588256005941e-06	-0.500117375579188	ESPNL	cg18693308	5.66784334299234e-05	gene_body	Ancestry	ColonTransverse
2.8607337785947e-09	-0.623975180606025	GSTM3	cg02880629	1.42083111003537e-07	gene_body	Ancestry	ColonTransverse
0.0160957269215228	0.278948716923746	DHX58	cg02450064	0.0374728642391703	gene_body	Ancestry	ColonTransverse
0.00631270987549993	0.314728491182123	PLA2G4C	cg15831581	0.0182568520994194	gene_body	Ancestry	ColonTransverse
0.00924577497592831	0.300656113553376	ZNF514	cg09429491	0.0250476449347876	gene_body	Ancestry	ColonTransverse
5.72587357743746e-05	-0.450125683882183	LDHD	cg16724332	0.000341262065215273	gene_body	Ancestry	ColonTransverse
8.42824750256503e-07	-0.536332264671365	PRSS21	cg12257502	1.07306945911876e-05	gene_body	Ancestry	ColonTransverse
3.72282419338802e-08	-0.587580982908801	ANKRD65	cg17507949	9.24501341358025e-07	gene_body	Ancestry	ColonTransverse
3.46856345130358e-05	-0.461674994766776	ATP6V0E2	cg09390381	0.000246102835354397	gene_body	Ancestry	ColonTransverse
1.12159492206019e-09	-0.636178077711533	CHRNE	cg09495303	1.31950928380193e-07	gene_body	Ancestry	ColonTransverse
0.00211630912271467	-0.351771378977693	NUDT13	cg04833713	0.0071665922564656	gene_body	Ancestry	ColonTransverse
0.0107215706418127	0.295011745344355	CHRNB1	cg17107156	0.0273917530656484	gene_body	Ancestry	ColonTransverse
0.00449093934565404	0.326755656243791	CDC16	cg13029758	0.0139406242188011	gene_body	Ancestry	ColonTransverse
3.08572768580933e-05	0.464310963701757	CATSPER2	cg08358487	0.000229886712592795	gene_body	Ancestry	ColonTransverse
0.000236892853591991	0.414956420317693	STON1-GTF2A1L	cg02776315	0.00113861403823247	gene_body	Ancestry	ColonTransverse
1.49627581063801e-07	0.565790103116368	STON1-GTF2A1L	cg26165176	2.47716773094516e-06	gene_body	Ancestry	ColonTransverse
0.0208103592624275	0.268316251294349	GRID1	cg01060444	0.0455991695603191	gene_body	Ancestry	ColonTransverse
0.00157809295120342	0.361007604879272	ESPNL	cg00907200	0.00573502072510512	gene_body	Ancestry	ColonTransverse
0.00184006923866299	0.356207654815464	GRID1	cg08822735	0.00637605387350662	gene_body	Ancestry	ColonTransverse
0.000729862316628275	0.384059779647849	GRID1	cg13346355	0.0031071281479318	gene_body	Ancestry	ColonTransverse
1.81331744922412e-05	-0.476027448360825	C6orf52	cg12409563	0.000158931941137879	gene_body	Ancestry	ColonTransverse
0.0102501760251782	0.296736811043368	ESPNL	cg19045731	0.0272727897812778	gene_body	Ancestry	ColonTransverse
0.000872643035610206	-0.378866107301929	LDHD	cg03991512	0.00351415708934921	gene_body	Ancestry	ColonTransverse
0.00252147489667395	-0.346125021655272	MZT2A	cg12148979	0.00834888354676485	gene_body	Ancestry	ColonTransverse
0.0159271620094942	-0.279376239657506	NUDT13	cg12312308	0.0374728642391703	gene_body	Ancestry	ColonTransverse
0.0109993015959097	-0.294026064481059	DHX58	cg09173939	0.0273917530656484	gene_body	Ancestry	ColonTransverse
0.0110302361338182	0.293917620492207	GRID1	cg10775229	0.0273917530656484	gene_body	Ancestry	ColonTransverse
0.0073866431265597	-0.309014253638015	DZIP1L	cg26853628	0.0203816634418036	gene_body	Ancestry	ColonTransverse
0.0104885435347239	-0.295856066405846	PCDHB7	cg17585889	0.0273917530656484	gene_body	Ancestry	ColonTransverse
4.14399873343694e-05	0.457622923831735	CATSPER2	cg10011062	0.000268459048383524	gene_body	Ancestry	ColonTransverse
0.000273304047849688	0.411192230519798	C14orf79	cg12842747	0.00127257197280011	gene_body	Ancestry	ColonTransverse
3.73970601462806e-07	-0.550532232196434	SGCA	cg15756653	5.57216196179581e-06	gene_body	Ancestry	ColonTransverse
0.00690787353290251	-0.311464786625963	ESPNL	cg01112020	0.019420248234009	gene_body	Ancestry	ColonTransverse
2.49698586065254e-05	-0.360649476129854	S100P	cg02104700	0.000588575238582384	promoter	Ancestry	Lung
5.25316886421625e-06	0.387472703401595	PRH1	cg26983578	0.000145626447209246	promoter	Ancestry	Lung
8.86894557828574e-12	-0.553094620633766	SETD9	cg24531977	1.46337602041715e-09	promoter	Ancestry	Lung
0.000620259334649316	-0.29627427646443	FYCO1	cg16042668	0.00787252232439517	promoter	Ancestry	Lung
0.00158252594458832	-0.274384396711224	MRPS10	cg01092361	0.0174077853904715	promoter	Ancestry	Lung
0.00309631154001127	-0.257531280992638	RFFL	cg09511190	0.0319307127563662	promoter	Ancestry	Lung
0.000360798552710745	-0.308190774754102	LY75	cg24478096	0.00496098009977275	promoter	Ancestry	Lung
1.21220344052249e-08	-0.474120546345858	ADAL	cg02155558	5.00033919215527e-07	promoter	Ancestry	Lung
5.96938984766984e-09	-0.482823447675878	SETD9	cg20203395	3.28316441621841e-07	promoter	Ancestry	Lung
0.000255380895271207	-0.315536855137527	PGAP3	cg05616858	0.00420748564305895	promoter	Ancestry	Lung
0.00387542322614892	-0.251646476057964	D2HGDH	cg18997875	0.0376144019008572	promoter	Ancestry	Lung
0.000280499042870597	-0.313561180865626	ADAL	cg23340666	0.00420748564305895	promoter	Ancestry	Lung
2.58860273443578e-09	-0.492785505221517	HEATR3	cg01561092	2.13559725590952e-07	promoter	Ancestry	Lung
0.000115921577401202	-0.331653614909473	FYCO1	cg12609415	0.00212522891902203	promoter	Ancestry	Lung
5.29550717124532e-06	-0.387340469454787	HEATR3	cg16450200	0.000145626447209246	promoter	Ancestry	Lung
4.5611392839149e-05	-0.349606295419296	ARL17A	cg05159804	0.000940734977307449	promoter	Ancestry	Lung
0.000681739313945556	-0.294142741687353	ARL17A	cg17911788	0.0080347847715012	promoter	Ancestry	Lung
8.63311457044949e-05	-0.337445486639091	ENPP4	cg26552158	0.00105755653488006	enhancer	Ancestry	Lung
1.05390124712347e-09	-0.503155192424389	HDDC2	cg23468313	5.16411611090499e-08	enhancer	Ancestry	Lung
9.36956594966925e-07	-0.414628710813421	MXRA7	cg17185586	1.53036243844598e-05	enhancer	Ancestry	Lung
0.00345011491990479	0.254711015234802	NEFH	cg04265295	0.0241508044393336	enhancer	Ancestry	Lung
0.00117101164632263	0.281615191755909	TOP1MT	cg25653947	0.00956326177830147	enhancer	Ancestry	Lung
0.000183337383640144	0.322409508897316	LURAP1	cg27048324	0.00179670635967341	enhancer	Ancestry	Lung
4.01892947071208e-09	-0.487580317406087	D2HGDH	cg00263240	9.84637720324459e-08	enhancer	Ancestry	Lung
3.8272842692716e-07	-0.427843438291586	GNLY	cg11938080	9.01963326125006e-06	gene_body	Ancestry	Lung
8.52389560434514e-05	-0.337693128573681	APIP	cg03305906	0.000927137568041848	gene_body	Ancestry	Lung
0.000929438154777326	-0.287035409234273	LMF1	cg27084952	0.00699056144071882	gene_body	Ancestry	Lung
4.11471977676857e-12	0.560409160691274	BTBD16	cg03012946	7.27276720543845e-10	gene_body	Ancestry	Lung
4.27443407421751e-05	-0.350816111268064	ENGASE	cg21022002	0.000512207608554539	gene_body	Ancestry	Lung
0.00719864046316459	-0.234675818480073	CASKIN2	cg25422797	0.0394530140112974	gene_body	Ancestry	Lung
0.000606523121811582	-0.296776980002377	IFI27	cg10806720	0.00487286189909987	gene_body	Ancestry	Lung
3.84646815344845e-05	-0.352771624739029	ADI1	cg01109252	0.000468871204222079	gene_body	Ancestry	Lung
0.000135335565300401	-0.328563952804848	ATP6V0E2	cg19918854	0.00140709183334387	gene_body	Ancestry	Lung
0.000215253947042104	0.319102024112485	CAMK1D	cg09421831	0.00208471973368175	gene_body	Ancestry	Lung
0.000544514161872992	0.299185308185111	CAND2	cg15335990	0.00447641293539774	gene_body	Ancestry	Lung
0.000520583917887183	0.300182821566896	PTPRN2	cg04802449	0.00443437144513541	gene_body	Ancestry	Lung
1.9217907492265e-08	-0.46832595936694	PRSS21	cg01232511	9.05804039802091e-07	gene_body	Ancestry	Lung
7.94927495027169e-08	-0.449764838217304	PRSS21	cg07798610	2.55460790447367e-06	gene_body	Ancestry	Lung
0.00909918331565389	0.227945156524341	PTPRN2	cg25390412	0.0469570993004912	gene_body	Ancestry	Lung
0.000818781325530973	-0.2899644379519	MCFD2	cg17223643	0.00639050763123451	gene_body	Ancestry	Lung
0.000170136829539926	0.323936637505655	D2HGDH	cg01655501	0.00174328606499605	gene_body	Ancestry	Lung
7.66811975117723e-09	-0.479774467595707	LY75	cg23995753	3.8724004743445e-07	gene_body	Ancestry	Lung
1.1008849298023e-05	0.375037193056562	SLC6A3	cg00232679	0.000152612871641221	gene_body	Ancestry	Lung
3.53264605004452e-08	-0.460502025347921	GNLY	cg24620635	1.38754486521193e-06	gene_body	Ancestry	Lung
1.15559756175997e-11	-0.55053229169163	PRSS21	cg07280731	1.48596958557336e-09	gene_body	Ancestry	Lung
4.62141598062906e-05	-0.34936103792111	ADARB2	cg07162000	0.000529809632021518	gene_body	Ancestry	Lung
0.00700626456370448	0.235442404540137	ENGASE	cg09257677	0.0390033783192053	gene_body	Ancestry	Lung
6.64478107530766e-07	-0.419767486455779	ASPG	cg20965743	1.38172359418897e-05	gene_body	Ancestry	Lung
1.33000577232717e-07	-0.442754317705183	LY75	cg06573604	3.91797533764713e-06	gene_body	Ancestry	Lung
1.87191022770348e-05	0.365789957488656	SLC6A3	cg24712501	0.000251318700521796	gene_body	Ancestry	Lung
4.86488871233095e-05	0.348399953866531	ASPG	cg05723902	0.000545948622161584	gene_body	Ancestry	Lung
1.64449892381563e-06	0.406027584961965	HPR	cg00206645	2.90665184784413e-05	gene_body	Ancestry	Lung
3.34945664616941e-09	0.489747019495117	STX2	cg08650362	1.82158911449367e-07	gene_body	Ancestry	Lung
0.00652564898113774	-0.23744250494904	CCDC88C	cg05260886	0.0366504023793697	gene_body	Ancestry	Lung
0.00571060401168131	0.241155202342232	PTPRN2	cg10452410	0.0345076669765699	gene_body	Ancestry	Lung
0.000414768338420292	0.305172721692445	PLA2G4C	cg23522194	0.00366551519078933	gene_body	Ancestry	Lung
2.76209399846778e-06	-0.397881118656331	MXRA7	cg14042121	4.69785068386252e-05	gene_body	Ancestry	Lung
0.000267699938534843	-0.3145464399068	BEGAIN	cg01991752	0.00252351808725512	gene_body	Ancestry	Lung
0.00415023585672609	-0.249823286840892	HEBP2	cg17388039	0.025514928267003	gene_body	Ancestry	Lung
4.20626965619538e-06	0.391111412296052	MXRA7	cg24706269	6.46485358028291e-05	gene_body	Ancestry	Lung
2.09708398047292e-07	-0.436417701781483	STX2	cg01666255	5.49125323775686e-06	gene_body	Ancestry	Lung
4.50238134186333e-10	-0.512659816549533	HPR	cg04702007	2.89380328063398e-08	gene_body	Ancestry	Lung
6.0498307854665e-08	-0.453421094512028	PRSS21	cg22730830	2.03677636444039e-06	gene_body	Ancestry	Lung
0.00709508254653377	-0.235086188839631	TMEM116	cg27393610	0.0391892450031201	gene_body	Ancestry	Lung
0.00131610779059002	0.278833359553104	TFAP2E	cg03331282	0.0095785254388873	gene_body	Ancestry	Lung
0.00864852270570385	0.229419955795813	PTPRN2	cg15272173	0.0449595996539163	gene_body	Ancestry	Lung
0.000871503081593868	0.288526438848359	CAMK1D	cg18895867	0.00662529762028887	gene_body	Ancestry	Lung
0.000234170699592948	-0.317350777980328	BEGAIN	cg18516195	0.00223727952178668	gene_body	Ancestry	Lung
0.000536876561816951	0.299499214189654	SLC6A3	cg06033040	0.00447641293539774	gene_body	Ancestry	Lung
4.36232111648272e-05	-0.35043736536035	RCBTB1	cg10196532	0.000514026838225547	gene_body	Ancestry	Lung
3.06123704811299e-07	-0.43105410872452	APIP	cg22717608	7.7296235464853e-06	gene_body	Ancestry	Lung
0.00314101348531971	-0.257159392079367	BTNL8	cg04841205	0.0201881503101912	gene_body	Ancestry	Lung
9.49510749649805e-07	-0.414427948039917	MXRA7	cg12472603	1.81433540541192e-05	gene_body	Ancestry	Lung
0.00233980979599032	0.26469586596886	MAG	cg03917584	0.0157547192930015	gene_body	Ancestry	Lung
0.00821931486996413	0.230889072678008	PLA2G4C	cg10222789	0.0432453565033923	gene_body	Ancestry	Lung
0.000822540586198501	-0.289859132838851	D2HGDH	cg04935940	0.00639050763123451	gene_body	Ancestry	Lung
0.00188358398879948	0.27011284359668	MYOM2	cg21816685	0.0129290667969051	gene_body	Ancestry	Lung
9.74687280522311e-08	0.447006801311961	BEGAIN	cg19547697	2.99610394490989e-06	gene_body	Ancestry	Lung
8.44502180031113e-06	-0.379551944636663	BEGAIN	cg17965730	0.000124388133600416	gene_body	Ancestry	Lung
4.6461382157474e-05	0.349261312432134	PLA2G4C	cg14780446	0.000529809632021518	gene_body	Ancestry	Lung
0.00971828949809915	0.226020829105275	SCAMP5	cg12683988	0.0490773619654007	gene_body	Ancestry	Lung
4.21493682979564e-08	-0.458195433868283	GNLY	cg05065849	1.54465339431585e-06	gene_body	Ancestry	Lung
0.000977405279568394	0.285863980136335	MAG	cg14952359	0.00727395297531426	gene_body	Ancestry	Lung
0.000409312777751481	0.305460771462989	PLA2G4C	cg17828850	0.00366309030215565	gene_body	Ancestry	Lung
0.000818910977897912	-0.289960798732216	AQP5	cg27391744	0.00639050763123451	gene_body	Ancestry	Lung
0.000540177760443023	0.299363033426963	MAG	cg04169912	0.00447641293539774	gene_body	Ancestry	Lung
0.00034049075839161	-0.309435613949839	APIP	cg16029975	0.00316746008135353	gene_body	Ancestry	Lung
0.00601117906720052	0.239734167238296	CYB5D1	cg04615859	0.0351231702521551	gene_body	Ancestry	Lung
0.000845655021040878	-0.28922118030512	NPHP3	cg03420443	0.0064986749986511	gene_body	Ancestry	Lung
0.00144256887407786	-0.276628276443707	GYPC	cg13901526	0.0103019817573035	gene_body	Ancestry	Lung
4.61825671460711e-14	-0.599898187727333	LINC00865	cg14423021	1.63255374861361e-11	gene_body	Ancestry	Lung
9.31395690846647e-07	-0.414718458411646	ATP6V0E2	cg05981578	1.81433540541192e-05	gene_body	Ancestry	Lung
0.0059639043061753	-0.239953413992951	BEGAIN	cg04228836	0.0351231702521551	gene_body	Ancestry	Lung
1.03696154536618e-10	-0.528409993186849	HPR	cg26549919	8.14590902859874e-09	gene_body	Ancestry	Lung
0.00949751649996884	-0.226694312587009	SERPINB9P1	cg06484182	0.0483075119818559	gene_body	Ancestry	Lung
9.42368971842006e-07	0.414541845588594	PLA2G4C	cg26295683	1.81433540541192e-05	gene_body	Ancestry	Lung
1.79430504170833e-11	-0.546223482430906	PWP2	cg21339445	1.81224809212542e-09	gene_body	Ancestry	Lung
0.00422930100368638	0.249318811346674	KRT23	cg12474695	0.0257768604276403	gene_body	Ancestry	Lung
2.45806129856703e-05	0.360932065970715	ARHGAP40	cg04845368	0.000321823951497572	gene_body	Ancestry	Lung
0.00323065016172616	0.256427824197357	WFDC1	cg15547140	0.0205772041832468	gene_body	Ancestry	Lung
0.00929790521153948	0.227315224281305	SLC6A3	cg17377433	0.0476349201779595	gene_body	Ancestry	Lung
0.000192405672784376	0.32141855574412	D2HGDH	cg07422888	0.00191592691068386	gene_body	Ancestry	Lung
9.08471695406824e-10	-0.50483583299154	ASPG	cg05321225	5.35241240543854e-08	gene_body	Ancestry	Lung
3.54345817187406e-05	0.35428373969826	CAMK1D	cg18715410	0.000445539540145142	gene_body	Ancestry	Lung
0.00156142859007725	-0.274710785184765	PGAP3	cg11817230	0.0109300001305407	gene_body	Ancestry	Lung
0.00148428502292412	-0.275939437364696	ASPG	cg05740145	0.0104938951120735	gene_body	Ancestry	Lung
